latitude,omega
0.0,14.5
0.0320570678937734,14.496404437313089
0.0641141357875468,14.485632524190681
0.09617120368132019,14.467728524734364
0.1282282715750936,14.442766010318302
0.16028533946886697,14.41084755726867
0.19234240736264038,14.372104325355538
0.2243994752564138,14.326695518829233
0.2564565431501872,14.274807732215931
0.28851361104396056,14.21665418356072
0.32057067893773394,14.152473838268925
0.3526277468315074,14.082530427145985
0.38468481472528077,14.007111362671024
0.41674188261905415,13.926526557957304
0.4487989505128276,13.841107153252784
0.48085601840660097,13.751204155213797
0.5129130863003744,13.65718699454342
0.5449701541941477,13.559442007921461
0.5770272220879211,13.45837085046419
0.6090842899816945,13.354388845237288
0.6411413578754679,13.247923276604308
0.6731984257692414,13.139411634423551
0.7052554936630148,13.029299816308415
0.7373125615567881,12.918040295338443
0.7693696294505615,12.806090260750397
0.8014266973443349,12.693909739249603
0.8334837652381083,12.581959704661557
0.8655408331318817,12.470700183691587
0.8975979010256552,12.36058836557645
0.9296549689194286,12.252076723395692
0.9617120368132019,12.145611154762712
0.9937691047069753,12.041629149535812
1.0258261726007487,11.940557992078539
1.0578832404945222,11.84281300545658
1.0899403083882955,11.748795844786203
1.121997376282069,11.658892846747216
1.1540544441758422,11.573473442042697
1.1861115120696157,11.492888637328978
1.218168579963389,11.417469572854015
1.2502256478571625,11.347526161731075
1.2822827157509358,11.28334581643928
1.3143397836447093,11.22519226778407
1.3463968515384828,11.173304481170767
1.378453919432256,11.127895674644462
1.4105109873260295,11.08915244273133
1.4425680552198028,11.057233989681698
1.4746251231135763,11.032271475265635
1.5066821910073496,11.014367475809319
1.538739258901123,11.003595562686911
1.5707963267948966,11.0
